saleid|itemid|customerid|storeid|time|qty|pricerange
75186|10446|10870|54|16|3|1 
36487|6980|18917|76|73|19|2
2671|10388|4534|1|16|46|1 
12565|11614|14689|78|71|10|2
93509|13754|9768|12|73|21|1 
28372|9380|17880|34|89|14|2
99566|12614|17481|1|73|6|1 
79056|7022|5696|83|80|26|1 
28533|7633|7580|48|73|22|1 
75486|15326|3776|6|85|21|1 
51356|10212|12924|9|73|43|1 
30846|6108|8397|11|7|31|4
1653|8493|1328|55|73|34|2
13885|10307|16802|21|73|11|1 
27438|10899|8397|33|73|43|2
84285|8833|9678|86|73|32|1 
84529|10474|10702|56|38|22|1 
93366|7890|8397|88|73|24|2
63811|19199|5925|6|48|46|1 
85532|8339|8397|59|97|50|1 
64560|7998|19969|59|73|5|1 
52414|8721|5696|84|73|4|5
62395|8231|16446|47|1|41|4
15752|4658|5534|44|79|33|4
76724|6966|9374|13|100|1|1 
81683|8829|5879|92|100|17|1 
81974|11216|8397|89|73|40|1 
49685|9608|8397|89|4|13|1 
43263|11368|15710|49|13|17|1 
14622|13538|14820|97|95|15|2
83112|10777|5628|97|73|15|2
66388|7915|5936|51|31|46|1 
59840|10061|2842|78|73|30|1 
28923|12918|17162|100|41|11|2
16930|11488|16839|68|74|7|1 
28065|6193|13279|69|32|30|1 
96869|11494|8397|30|16|9|2
41423|10514|16719|38|92|29|1 
35434|11190|13343|40|73|37|1 
28922|11308|8397|27|43|26|2
4344|9535|202|14|73|14|4
54139|8337|8397|33|73|45|2
3016|11027|8397|43|73|9|2
15995|8128|8397|100|73|29|2
94915|8054|4122|23|73|45|1 
40752|10799|2985|94|73|13|1 
41105|9536|8802|69|78|40|3
85148|6850|8397|6|73|31|2
21477|9996|5746|43|100|10|1 
15303|12359|12165|64|73|41|4
98745|10959|7248|10|96|20|3
81441|13586|1622|18|50|49|1 
49705|8978|17162|59|73|5|1 
52352|6662|8397|2|24|7|2
86548|9361|2890|26|73|22|2
24236|13429|8397|46|73|35|2
9731|17425|8397|11|95|49|5
62152|12810|8397|81|70|26|1 
97435|8416|11733|36|96|42|1 
80795|8438|15606|84|31|48|1 
67365|10104|481|73|95|25|5
56106|13346|12995|98|73|24|2
31948|9829|2891|66|84|10|1 
58297|6515|11994|57|73|12|2
73674|10917|8397|14|73|47|2
76187|12808|2378|66|73|20|3
20845|10657|10017|50|73|1|1 
67193|6586|7078|11|73|1|1 
30160|7786|8397|10|26|26|1 
6514|10403|13119|48|71|17|4
18182|7903|1595|71|73|13|4
14807|6183|6797|2|73|8|1 
70175|11259|4288|64|73|12|1 
89662|13925|8397|9|64|13|2
726|9289|14191|37|94|34|1 
66950|11757|14689|41|41|10|1 
46688|9521|8397|64|73|12|1 
21405|9308|8469|35|95|15|1 
48666|13502|17772|47|62|25|1 
40808|9701|15791|58|73|42|1 
77611|11577|8397|48|46|26|2
89449|13360|9779|45|73|36|1 
10490|6775|7447|69|92|23|3
64036|10058|2511|76|73|23|5
85178|10074|14966|82|73|3|1 
51233|10753|18107|41|92|39|1 
59280|9969|8397|21|61|28|1 
22681|16262|2042|93|92|2|4
6796|12284|4973|40|26|24|4
14768|10748|2481|40|2|27|1 
11919|11005|5696|36|73|40|1 
41785|9491|7016|65|11|4|4
51124|13033|7378|84|73|17|1 
86207|11308|4973|76|73|31|1 
12647|6675|12556|26|86|15|2
56661|8976|8397|26|22|17|2
75764|12186|1328|56|88|35|3
45336|11905|5153|54|29|35|1 
35129|8957|17880|82|10|15|1 
75543|13347|481|9|73|27|1 
20013|9816|8397|37|29|40|1 
10187|7980|16868|27|73|14|2
14688|6410|9235|89|73|30|1 
76676|7777|16103|48|48|39|1 
23249|11611|16719|32|73|10|1 
76938|8390|1327|26|70|46|2
93490|11171|8397|34|73|32|1 
33974|12622|15124|59|73|10|5
24969|9959|8528|61|73|26|1 
71321|9492|3330|24|16|31|1 
48244|9904|18441|87|73|43|1 
61468|6279|1408|99|73|22|5
57437|10787|4367|52|73|41|3
84366|13951|736|99|45|34|5
40224|10560|786|3|73|50|5
7689|8272|8397|34|86|16|1 
80122|8498|18415|19|73|13|5
91675|11552|7466|75|22|36|4
72249|13882|10730|20|73|12|1 
75971|11681|7130|65|73|27|2
17455|9430|16839|10|73|50|1 
67613|11461|8397|81|73|28|1 
28499|6105|17989|68|42|37|2
12873|9797|8397|28|22|5|1 
45162|13087|17523|52|73|31|1 
75955|11764|15152|85|73|31|3
33883|10647|6173|44|85|19|1 
42984|11634|14826|5|16|35|1 
39224|11963|14689|84|73|44|5
13651|12003|8397|85|16|48|2
79322|12560|16868|67|33|46|1 
16281|10360|8397|4|73|33|1 
93501|7615|1365|69|50|11|1 
10515|8387|808|64|16|40|4
47567|11607|9295|74|73|10|1 
59731|12685|9470|86|73|43|2
46517|12703|8397|53|73|39|1 
15824|11193|1982|94|73|28|1 
60549|16292|6552|26|18|32|1 
80492|8070|16793|47|73|11|1 
92299|7932|9639|48|79|42|2
62842|9220|2210|13|73|21|2
31795|11741|5746|97|73|31|1 
12425|318|14434|53|41|11|1 
49825|8980|1389|6|50|21|3
10644|10429|3901|99|73|47|1 
63374|11816|16719|84|73|11|2
16358|8650|8397|68|12|23|1 
30636|10283|11231|87|73|18|2
79239|8229|12936|62|73|28|4
65361|9519|8669|30|73|37|1 
3720|6801|17341|72|73|48|1 
75811|7064|897|27|70|44|1 
39520|8429|14689|71|73|8|4
25402|10887|8397|76|73|34|1 
56088|10958|8381|30|73|28|3
90409|10758|8397|79|12|42|1 
22041|8310|8397|38|73|10|1 
75902|11244|14810|35|73|40|2
31669|8746|4231|51|73|33|1 
23558|11459|5789|10|14|29|1 
82622|11544|13464|92|73|38|3
89984|7590|8397|70|73|30|4
52950|10158|9250|80|73|29|1 
77953|13100|17989|17|73|5|1 
15922|11896|8397|81|73|22|1 
81146|11888|8397|35|73|9|1 
48248|11227|447|72|74|29|1 
47825|6268|14850|28|73|38|1 
64396|2700|1108|21|73|31|1 
65610|10207|16855|64|73|5|1 
88904|9035|10714|79|73|32|1 
32120|8811|5912|80|95|6|1 
54314|9337|12073|59|79|17|1 
96363|8205|7013|95|60|46|1 
1908|10980|1150|66|73|15|1 
10381|10052|16868|81|85|4|1 
84395|13541|17029|28|100|5|1 
5388|9179|18126|9|73|37|1 
70564|9401|5061|55|73|9|2
33067|9185|3406|21|28|50|1 
67229|9129|5746|32|95|18|1 
40346|11705|4973|6|73|32|1 
96490|13064|4893|96|97|19|4
16079|9916|5142|67|73|30|1 
39001|7893|17162|2|73|13|5
86873|13096|2920|61|63|29|3
57583|9779|13880|53|73|42|1 
49942|9239|8397|34|73|16|1 
16298|10462|12556|77|49|5|2
46792|10133|5163|90|95|46|1 
77261|11407|19548|76|76|4|1 
18496|11509|8397|64|70|21|1 
40121|8955|10006|22|29|19|2
84527|8460|6687|97|73|38|3
81090|9949|8834|86|47|31|2
34642|8943|9181|73|73|27|1 
66398|11521|5746|16|73|13|1 
69185|9479|14422|12|73|27|5
70871|7630|6977|61|35|31|1 
42926|9335|8397|74|63|45|2
98091|12470|2322|92|73|2|5
13966|7747|11582|36|73|7|1 
96893|11407|5746|22|93|35|5
8167|11293|19791|5|55|23|5
44558|11002|16761|61|73|38|4
54022|11339|8397|45|59|24|1 
9308|6447|8752|52|73|13|1 
97873|7010|8397|50|44|32|5
26698|6109|8397|33|73|28|3
54065|10537|4785|66|73|18|1 
51453|10429|9699|60|61|37|1 
26746|9366|555|42|54|1|1 
40886|11972|9097|31|73|33|1 
33772|1256|4973|11|73|15|2
25169|8075|8397|79|73|11|4
90315|896|9838|20|73|2|1 
73523|8989|8397|59|73|11|4
72120|12890|8861|22|73|49|1 
73558|10437|15587|19|16|9|1 
7436|6986|1784|40|29|24|2
75100|9481|16719|25|73|10|1 
55652|12866|5746|90|95|42|2
18902|7109|15573|38|73|48|1 
32166|10462|16868|90|73|4|1 
19259|11099|16288|77|73|34|1 
6298|10937|13316|82|41|31|1 
72558|12405|8397|59|92|38|1 
21289|8999|11612|50|97|32|1 
53789|6369|14827|80|16|25|1 
38002|10382|3160|96|73|1|1 
36430|8128|16868|98|73|6|1 
57913|11526|5902|56|73|38|1 
77414|9654|8342|63|73|26|3
63828|8002|8397|7|73|4|1 
99802|13207|9093|65|73|15|4
38405|11248|8397|65|73|12|1 
95258|9766|8397|44|73|19|2
63412|9076|8397|95|32|15|5
1406|15218|10681|23|73|16|3
65144|7933|9669|23|73|38|4
56697|13333|8397|92|85|18|2
98636|8659|16566|45|85|43|5
51015|9062|13289|83|73|35|2
80188|13115|8397|76|43|6|1 
47187|13997|13268|50|73|28|1 
54893|10435|6780|29|16|40|4
27355|7504|8397|55|73|44|1 
85797|6641|10767|1|49|29|1 
45050|11151|8397|25|52|40|1 
98916|11112|6206|32|1|26|1 
85760|8678|5536|11|16|10|1 
30651|10987|18135|28|73|35|1 
99181|11657|8397|38|73|37|1 
91454|9789|7926|75|73|6|3
10698|10392|12048|12|12|50|1 
21906|11164|9138|80|73|37|1 
83189|11910|8397|21|73|31|3
87102|6449|8397|43|73|40|1 
7476|10531|18199|66|16|8|1 
23397|9804|2956|90|73|46|2
96735|8243|10957|70|73|17|2
211|10889|8397|34|73|26|1 
98574|9929|17085|61|92|50|1 
78801|14706|8200|14|73|42|1 
61613|9100|1995|53|42|22|1 
72003|12080|5936|66|73|43|1 
38448|9203|17880|99|73|20|1 
58978|10448|15781|65|14|25|1 
82183|7843|16719|91|92|42|1 
80430|10372|9867|6|73|50|3
29988|12592|8397|33|63|29|1 
31792|8401|7475|38|86|42|4
82286|10864|1280|12|97|1|1 
97215|9580|8397|42|73|26|1 
38073|6202|16589|36|30|17|1 
19630|9961|5806|52|73|10|1 
85746|9448|11879|17|86|41|1 
97820|9183|8397|66|64|28|3
9722|8444|17936|9|85|26|1 
80134|9676|18542|74|73|46|2
16998|12386|4861|93|99|32|1 
60072|8833|17880|42|73|12|2
83823|6887|8397|90|73|46|1 
28162|11233|8397|53|73|15|1 
96303|9817|10807|72|95|6|4
26316|12265|927|66|73|40|4
67792|10043|4700|91|80|9|1 
25685|9617|16719|70|95|43|1 
97509|13583|5746|49|55|31|1 
78484|10048|16839|53|73|17|3
60835|9983|8397|57|97|4|3
69342|9014|8019|5|73|1|1 
95123|11185|15676|81|73|39|3
6408|10197|8397|60|75|28|2
3489|6485|6202|95|79|17|1 
89188|9471|16719|71|62|47|1 
8455|12279|3154|15|73|21|1 
97321|5943|19287|27|73|33|1 
95891|6722|14210|50|92|45|1 
20060|5589|15103|25|73|45|1 
46260|9643|2785|72|22|37|1 
38541|9772|6885|25|73|33|1 
134|11125|17880|4|73|39|1 
11830|6470|4973|74|73|15|1 
11769|11299|8397|52|78|33|1 
7297|9427|11023|95|73|23|1 
71614|9503|8397|51|12|9|4
40771|6135|1552|92|92|22|1 
97578|13871|4884|59|56|36|1 
5854|9109|5903|72|73|17|2
19254|11354|8397|11|27|46|1 
48833|7255|3451|97|92|23|1 
58383|9943|8397|42|73|17|1 
43321|8226|10256|22|73|50|2
59596|9803|19612|71|44|32|1 
36855|9060|8397|27|73|36|1 
84589|16427|18266|98|89|8|1 
65733|9320|4288|6|73|15|1 
97230|8108|3438|8|73|33|1 
83862|8231|6891|72|71|2|1 
41294|10382|4973|39|82|39|1 
86492|8603|17176|97|62|17|1 
32885|9714|16719|73|94|6|3
661|13426|17176|39|73|29|1 
14366|9700|9614|85|73|2|2
44798|11091|6676|25|73|6|1 
54084|8242|17828|71|33|31|2
52382|11211|14670|14|23|1|1 
44439|9854|3486|72|92|6|3
27832|7025|17065|81|48|15|3
48989|8825|4088|33|73|27|1 
56986|9906|10457|22|70|50|2
39796|10305|4786|95|73|32|1 
1644|10317|13431|78|95|3|1 
90442|11280|15739|53|89|11|1 
16724|13923|15006|45|45|16|1 
9184|8268|8397|100|77|48|3
90151|9065|15051|75|73|32|3
37071|13453|18368|30|86|47|1 
41484|11181|2272|58|34|17|2
76060|15308|9308|9|7|21|1 
50798|10667|4578|86|73|50|1 
24853|9730|6810|43|16|30|2
39673|13026|3339|35|55|18|1 
99471|8903|10702|74|73|25|1 
16225|13629|19305|71|73|15|5
94743|8174|5746|6|95|10|1 
55612|9917|17880|21|95|48|2
14180|11090|4941|19|70|37|1 
78897|7109|3898|89|73|38|1 
48163|7641|11419|64|73|31|4
98384|6232|4437|81|26|4|3
34415|10819|14522|79|73|5|3
31494|10704|15909|37|73|17|2
13879|10663|3885|90|73|38|1 
82937|13419|19604|100|73|50|1 
29369|10121|16614|60|31|30|1 
47393|10556|10966|57|73|43|1 
32258|11262|12132|4|73|21|2
74700|11347|10796|72|73|49|1 
80106|11210|16868|31|82|16|2
99669|13854|523|5|73|5|5
19918|12281|3438|54|97|3|5
16966|9779|8397|91|50|30|1 
17732|13438|8397|78|10|8|1 
70738|12265|1328|67|79|27|4
24302|10603|19233|67|91|4|1 
2276|10503|6449|28|92|9|1 
83866|8183|5806|41|73|33|2
7282|10481|14530|44|16|30|1 
38305|8415|18085|12|27|20|1 
86171|11177|3087|22|9|2|1 
45296|11966|629|82|73|32|2
91129|8456|16775|97|73|32|5
67074|9696|4253|52|73|38|2
84694|7255|8397|39|70|26|2
85009|8596|13755|81|61|26|1 
48844|7721|8397|96|16|39|1 
19582|8375|4689|63|73|4|1 
29923|8400|5696|88|67|32|4
96273|7605|5746|8|73|9|1 
46554|6485|13908|42|41|46|1 
90340|8405|8397|76|32|39|1 
49508|10379|8397|85|73|47|2
67396|8550|8397|17|73|39|5
91487|481|5746|16|73|11|1 
40013|11666|10702|95|73|1|1 
60343|11634|10817|31|73|49|1 
11013|12935|83|18|48|41|1 
85618|7242|5189|34|48|45|5
5965|10695|7398|47|73|41|1 
79829|11798|7133|10|94|41|5
24774|8138|5746|19|73|4|1 
32844|6341|14554|71|14|46|5
12570|9974|5129|34|73|18|1 
16864|9021|8397|67|69|50|5
69198|9583|3135|75|73|40|1 
43612|10131|14889|78|91|46|1 
45714|8635|19616|56|73|42|1 
49888|10625|16897|90|73|13|5
45771|10263|5616|50|92|4|1 
2955|10339|15147|42|73|37|3
75349|11225|3732|93|73|6|1 
59769|7748|6064|2|73|44|1 
50845|6730|15204|58|92|1|1 
69346|8561|16719|28|89|4|1 
95654|10289|8397|60|73|49|1 
10309|9451|18289|47|73|23|1 
24155|8026|8397|56|1|5|3
74518|9076|8397|57|85|34|2
35829|11186|8478|66|73|8|1 
84203|10214|4973|99|73|46|5
5350|13075|10815|61|73|30|1 
61720|8430|19993|5|73|32|1 
62996|12934|5492|17|88|40|1 
77464|9826|8397|99|73|16|1 
34655|9244|15606|75|73|18|1 
49840|6734|8397|89|73|47|2
71187|6980|4177|74|50|24|4
44495|11194|4973|5|73|34|1 
60830|11113|3797|64|29|23|1 
72315|10153|12126|6|73|8|1 
97625|8877|5746|47|73|27|1 
77480|13578|10500|52|54|38|1 
70624|13493|8397|69|73|32|1 
40342|13397|10751|47|97|1|5
99056|8256|9991|54|73|34|1 
26863|9770|10493|50|54|41|2
17507|6743|5746|11|95|28|1 
82487|11908|4065|51|73|44|1 
14925|12478|18875|84|73|30|1 
83193|11259|10891|76|73|24|2
47974|11424|5746|51|73|22|1 
9120|10940|6722|55|7|29|1 
7114|7245|19214|60|73|5|1 
17630|11325|16589|80|57|19|1 
38995|8461|8762|97|73|42|4
87443|9970|4568|49|70|1|1 
36478|7698|6326|90|74|42|4
95807|7343|16996|22|42|3|5
16886|9035|14064|53|73|44|2
46612|10692|5746|27|95|4|2
73686|8729|8397|67|73|47|2
58184|1467|8397|5|17|35|1 
16359|10737|8397|99|73|16|3
55730|9829|8397|49|16|15|1 
62235|7866|8397|81|41|9|1 
98299|11978|5746|37|73|41|4
60550|10235|17880|7|99|17|5
58098|13351|3399|91|73|21|1 
87360|10702|5746|65|73|19|1 
73652|11682|8397|39|73|39|1 
76177|8043|19778|36|73|6|4
66510|6984|3330|34|73|2|3
49051|11677|10964|24|82|19|1 
65911|9532|2150|51|73|35|3
22439|11796|19359|40|73|25|1 
59781|10473|4578|7|24|40|3
22122|7615|4222|10|73|14|1 
95267|8384|15509|7|73|47|1 
79102|9703|8397|63|73|32|1 
87045|7356|8910|95|47|4|1 
15569|9722|9457|78|73|50|4
56537|12500|13820|81|73|39|1 
30263|13849|7245|52|73|25|1 
91302|8272|15401|47|73|45|1 
1871|7229|8397|72|73|28|1 
61517|13041|59|85|73|46|1 
43314|13409|4973|27|95|21|2
16286|11821|8397|99|73|27|1 
3822|9115|9768|99|73|16|4
14214|11094|16503|81|99|26|1 
77403|10504|5912|95|73|44|5
87825|7129|9255|17|73|40|1 
62845|12725|11356|88|73|10|1 
98908|9374|8397|4|73|1|1 
98317|12618|8397|34|73|14|1 
455|11339|1035|9|4|45|3
36343|9217|8239|81|73|6|1 
19109|12132|4973|27|73|20|1 
52057|11997|3093|25|47|29|1 
99937|10251|8397|63|73|38|1 
12008|8529|8397|63|35|49|1 
34774|8808|4973|25|16|15|1 
5414|10444|8434|61|73|28|1 
73008|10346|8397|6|73|18|1 
42491|7585|12854|17|73|6|1 
26495|10011|5203|33|16|27|3
99637|8277|6904|66|49|46|1 
6868|9226|8476|37|73|30|5
25189|7785|15597|12|80|41|3
44111|13420|6061|28|73|33|1 
56915|7098|15896|99|26|9|2
49872|10561|11140|44|73|6|2
68083|11139|9991|72|35|1|1 
1101|9120|18415|88|73|20|1 
41545|19462|6865|79|73|1|1 
98513|6328|14689|72|73|3|1 
99630|10563|17176|13|63|45|3
7433|10936|8272|96|17|15|1 
8300|11904|8802|43|95|48|1 
37606|8673|5746|50|34|21|1 
53444|11598|3765|90|99|32|1 
6861|6704|18488|54|73|45|4
62844|9468|4973|90|95|26|1 
15285|8614|8397|51|77|36|2
23294|9806|14620|2|73|50|3
11720|9730|11521|35|27|29|1 
14848|8124|16897|57|95|16|1 
96386|7014|15190|95|73|4|1 
43150|3373|8397|19|37|22|1 
29340|8715|19053|76|34|22|1 
88289|10033|8228|69|73|2|1 
7449|8511|5746|6|73|41|1 
83796|9878|10077|84|61|27|2
77405|9005|8370|58|54|37|2
47575|13878|5696|64|70|36|1 
44998|10136|1572|85|62|44|1 
74049|8946|1706|85|73|5|1 
80514|10816|5291|51|73|25|1 
3523|11437|17395|70|73|41|1 
76588|11161|8397|23|92|41|1 
81755|10328|18806|23|73|19|2
43109|11931|8397|93|29|25|1 
3537|10751|8397|22|16|4|3
33289|9656|8397|35|73|44|2
55602|19927|15710|14|48|26|3
14454|12020|8397|10|55|42|5
60627|6725|8397|92|43|42|1 
56156|11377|7049|31|73|32|2
72875|11940|7538|13|84|47|5
5658|8205|5746|17|43|22|2
13807|11906|2714|18|63|15|2
82706|6152|17880|94|95|42|2
78483|10435|12257|34|73|29|1 
69657|13974|16171|16|62|2|1 
8454|11933|15362|30|39|3|2
67816|10032|8397|9|54|49|1 
92760|7874|4118|1|79|31|3
68352|9899|3474|89|73|46|5
3751|8474|8397|96|73|4|1 
21802|10031|8397|68|92|44|3
56008|11667|5696|87|12|9|1 
79181|9699|8397|76|73|13|4
20036|9846|10702|4|95|24|1 
8568|10036|8397|98|41|25|5
60766|7386|1828|80|16|5|1 
88242|8740|8397|24|92|9|1 
92848|8956|18049|3|73|14|1 
98465|9305|8989|17|16|7|1 
90763|17349|17880|31|92|25|1 
20119|8444|2997|66|19|50|1 
9155|13964|16719|61|5|42|4
90614|7518|8397|46|73|3|1 
86104|7361|2504|93|73|27|1 
69636|8112|2239|43|54|22|5
58649|10297|8397|7|95|40|2
44869|11010|8397|95|38|24|1 
51526|9744|17852|49|73|16|1 
89644|10318|9484|77|85|22|1 
29206|13232|8397|39|73|45|2
88163|11639|13349|2|73|39|1 
86050|10897|12010|74|16|39|1 
55237|10598|6291|34|73|1|1 
64048|8469|18563|50|73|14|1 
49595|6472|520|45|92|13|1 
3555|752|8397|54|73|23|3
82761|11204|10584|75|73|50|1 
23274|10890|8397|81|73|16|1 
63409|9349|7475|33|73|11|1 
61501|9969|8397|45|73|24|1 
36222|10992|8397|74|73|22|1 
78650|11444|8397|51|73|13|3
56690|8632|11419|43|73|48|2
67298|9662|16347|64|48|32|4
89795|10367|5746|78|50|6|2
53839|7326|4450|91|92|46|1 
8603|15631|15075|72|14|21|1 
75855|13548|470|25|57|37|5
68555|10750|8397|54|16|34|1 
33269|10724|5696|61|73|29|1 
8237|13146|1889|29|73|42|1 
73167|10178|17786|86|73|35|4
43316|8757|8397|3|95|41|2
98174|7058|8397|92|79|41|1 
1559|7640|18449|16|73|39|1 
9833|9966|1686|32|73|12|1 
33491|16165|7475|56|73|45|2
68087|8203|2185|50|73|27|1 
99919|12246|8397|26|48|10|3
57884|11119|14103|29|73|30|1 
71156|6115|19359|76|50|9|5
91760|7482|5066|9|73|27|4
53456|6777|8397|23|73|49|1 
72941|8546|18771|90|34|3|4
21631|12982|18812|82|61|9|4
45298|12360|5915|30|73|1|1 
97278|10093|6514|9|85|8|1 
1859|12837|17989|7|98|6|1 
46211|9991|10584|36|73|16|1 
51580|11181|10300|99|79|13|1 
8321|11434|8397|91|73|23|1 
68600|8246|4697|65|95|14|2
48619|11372|1990|23|65|36|1 
6720|10089|520|63|73|9|1 
2536|7237|6335|4|55|17|4
64445|8456|8397|42|73|41|1 
47682|9697|2904|85|73|17|4
79325|10941|4973|43|73|42|5
72128|13762|17880|34|73|20|2
28773|9181|13435|61|73|28|1 
4030|10429|16719|51|39|4|3
18514|10065|7419|35|92|21|1 
80397|7428|2256|2|73|40|1 
18779|10044|8397|11|73|35|1 
30098|10398|5543|74|73|11|2
46640|11948|10103|55|73|50|1 
51979|8079|8397|19|73|31|3
76257|9968|8397|1|58|21|3
81227|9418|8289|53|79|25|1 
32697|6045|4973|89|22|24|1 
4701|9031|15553|13|73|20|1 
80776|11617|5142|66|73|8|1 
13940|10744|19305|94|95|40|1 
56347|10734|10460|36|77|45|3
57214|8456|19732|99|73|4|4
48744|7598|3374|71|73|22|1 
17006|12395|8542|82|73|40|1 
24489|13406|8317|9|92|1|4
6377|8974|8397|97|73|33|1 
24186|13700|18855|18|57|45|1 
64238|7432|16421|78|27|22|1 
37907|11332|18332|69|73|44|1 
42129|9529|8397|61|73|2|4
10270|13137|2480|89|95|8|2
23630|12694|5750|17|73|17|5
63766|8696|13316|55|73|38|1 
17001|8591|8397|47|73|6|5
63365|12387|14197|50|73|19|1 
22513|8714|10098|69|98|28|1 
64882|11974|8397|70|92|14|4
88952|11641|16719|55|73|32|2
42942|10398|17880|65|74|24|1 
61030|11970|11419|42|6|44|1 
99370|12910|4973|77|73|49|1 
95854|10852|10144|23|73|16|1 
27416|11974|8397|64|59|25|3
12649|12782|12405|52|16|24|1 
63711|11751|8397|33|92|9|1 
54603|8220|9382|61|78|3|1 
34623|11214|2718|73|92|4|1 
73331|12541|14986|99|95|23|2
25271|8495|19459|77|73|3|1 
21523|7511|4689|38|73|6|3
71859|6316|8353|97|41|50|1 
86359|10787|8397|17|32|42|3
72298|6649|16761|8|73|9|1 
86328|8643|3412|45|95|10|4
70654|8218|1552|83|73|20|3
18580|10048|19548|54|32|16|1 
4984|9359|8397|48|73|11|4
70367|9558|8397|7|73|20|1 
20895|6053|13364|94|73|22|1 
28700|10515|11642|98|73|44|1 
79114|10660|16126|82|12|35|1 
88566|7160|16798|15|16|15|1 
87454|8118|5746|37|73|34|1 
20124|9813|4550|17|73|1|1 
7799|8614|8539|100|50|30|1 
31726|8396|4598|71|73|7|1 
44401|10453|18607|64|51|45|1 
12838|9316|14591|13|73|12|5
94688|12261|13430|75|28|45|1 
13668|12791|18270|97|76|33|1 
49823|7303|8397|52|73|5|1 
48631|11817|12516|90|29|4|1 
22311|8785|12807|57|16|44|2
9020|10499|5746|26|73|40|1 
30350|9595|7106|75|63|19|2
53754|12492|18141|45|73|40|1 
84776|9544|4219|86|31|42|1 
86147|7237|15453|95|73|43|1 
10887|8846|1552|91|32|7|1 
61354|8890|11426|23|73|36|1 
13135|13941|5746|90|73|10|1 
81496|12179|5696|91|73|47|1 
80888|4001|7390|100|73|47|1 
7107|8655|7013|22|73|20|1 
33857|10760|8397|59|73|9|1 
89533|8472|12809|29|73|18|1 
23941|9211|8397|55|3|1|1 
68286|10241|8342|87|73|35|3
54512|11768|16605|26|43|39|3
85835|10669|4717|26|16|18|1 
4718|10820|14191|49|73|12|1 
20522|10376|5746|43|73|15|2
69613|6435|17689|47|73|2|1 
15159|9772|1144|71|73|3|4
78122|11122|17361|10|95|42|1 
41504|11441|12169|24|92|38|1 
66929|976|8397|4|73|24|1 
91039|11278|5450|25|16|1|1 
87145|10220|18415|29|73|43|1 
6698|4379|12341|73|73|8|1 
18415|11645|14488|22|48|46|3
38796|9557|5696|89|73|31|1 
73286|8440|5746|52|66|39|1 
85250|6288|11833|8|73|12|2
11916|12316|16868|40|73|31|1 
60448|7844|8397|56|55|50|1 
55585|8921|5746|81|73|18|4
36219|8088|8397|49|73|31|1 
50177|8477|16802|68|73|39|1 
58647|13232|9991|32|73|1|1 
72489|12991|14372|10|73|15|4
9112|12959|8397|72|73|24|1 
8059|11951|5746|20|64|29|3
48669|11729|17551|65|73|34|1 
8612|8786|8397|91|73|48|1 
93231|11468|14868|75|92|6|1 
65033|6432|13886|69|73|4|2
67189|9790|2912|88|43|39|1 
84163|18356|18804|27|73|48|4
67272|10835|18974|36|73|26|2
72235|10916|10702|31|73|26|1 
19363|11829|12787|31|73|42|1 
14817|10388|2860|75|73|45|1 
28075|9396|10947|34|16|27|3
965|12630|18812|36|7|18|1 
36231|10760|8397|90|73|42|1 
25914|7394|8397|82|73|49|1 
24747|13621|8397|39|92|14|2
5912|6129|19523|69|73|45|2
17818|10400|19237|94|73|7|4
61328|12773|4973|59|95|10|1 
94501|9121|1633|1|92|29|3
5257|9039|1552|21|37|28|5
23455|11044|8397|99|73|37|5
50156|9243|15934|21|73|36|1 
67925|9467|8397|27|73|48|1 
71448|12105|10449|90|31|40|2
79838|8004|18351|78|73|36|1 
37749|10572|13317|68|70|4|1 
25634|11205|7348|86|73|13|2
31375|7221|18908|55|73|38|5
31441|9348|16868|67|95|3|1 
17398|13013|8397|27|73|10|1 
53190|10558|18262|81|95|10|2
8819|13925|12132|77|73|13|1 
70521|7905|12552|61|85|5|1 
97896|8228|8397|56|73|7|2
25641|9479|12884|67|73|45|1 
11357|11193|8397|85|73|44|1 
33841|9443|5696|44|73|8|1 
53091|10612|6139|34|16|25|2
11557|12696|12635|86|16|1|1 
39303|9460|8397|45|73|20|5
66645|13623|19305|6|91|19|1 
328|966|5806|18|73|48|1 
60453|10107|182|73|73|47|1 
6310|8973|7475|6|92|32|2
9092|10923|15710|6|73|20|1 
8896|5418|8397|9|73|20|1 
19539|11973|17162|70|64|29|2
80857|12461|17880|22|73|13|1 
71390|8596|9675|29|92|47|3
38169|10324|7475|98|73|15|1 
49693|8090|8397|21|16|32|3
85839|7326|5746|28|73|49|1 
70911|11927|9696|46|64|20|4
97724|9325|7283|55|73|29|2
39892|15379|8397|79|73|47|4
82965|7710|17800|21|41|13|1 
98965|8873|14689|50|92|31|1 
39598|9079|8802|61|73|12|1 
27520|8939|8397|95|73|46|1 
95990|11323|16347|39|73|50|2
13368|8011|14616|52|63|44|1 
39333|8667|16474|50|73|12|5
45674|11645|14916|12|50|5|1 
30552|6901|11419|11|73|20|2
14191|12252|8397|24|45|48|1 
4901|8409|16939|58|48|13|1 
20416|9946|10971|46|66|30|4
8566|11716|8397|14|73|10|1 
59465|7479|19588|39|91|50|1 
87448|8751|8397|44|95|35|3
75508|6430|11767|86|9|17|5
13847|11795|9217|100|73|33|1 
24437|8601|7013|81|70|2|1 
97208|8779|5077|11|73|1|1 
25340|11695|12247|2|73|46|1 
81372|9185|18415|82|29|8|1 
